variant,book_w,quality_w,q_definition,cagr_pct,sharpe,sortino,calmar,max_dd_mtm_pct,alpha_annual_pct,total_return_pct,win_rate,payoff
B0_Q0_reference,0.8,0.2,B0_Q0_reference,18.48619102219351,0.7205713821492494,0.9192228839060417,0.44389712557196276,41.645214526618076,9.901095485233181,1827.2380463707727,,
L1_large_cap,0.8,0.2,L1_large_cap,17.842752742195287,0.72263610108942,0.883480995862079,0.34866501035440917,51.17448614662705,7.983644986683752,1652.615918628922,,
L2_mid_cap_sweet,0.8,0.2,L2_mid_cap_sweet,20.654657356890006,0.8327822094915271,1.130867731874196,0.5541335069862051,37.27379250034089,11.361123215193551,2544.3389351698625,,
L3_small_cap,0.8,0.2,L3_small_cap,4.95247848670004,0.21046971431776074,0.27205483836801087,0.05412194222390498,91.50592686070667,-0.7929806826972847,132.3598652876142,,
L4_micro_penalty_Q0,0.8,0.2,L4_micro_penalty_Q0,19.237603125500446,0.7395677911458582,0.9538693782411369,0.3682285568267819,52.24364805185382,10.641289463083584,2051.905515040755,,
L5_liquidity_floor,0.8,0.2,L5_liquidity_floor,14.249929005554328,0.619551825629084,0.7074134729642653,0.24357744613992205,58.50266201316733,5.742068973333723,921.271206446068,,
