date,equity
2015-01-31,157903356.97
2015-02-06,157903356.97
2015-02-06,157903356.97
2015-02-20,156694185.26
2015-02-20,156694185.26
2015-03-20,156554262.22
2015-03-20,156554262.22
2015-03-31,157448383.41
2015-04-03,157448383.41
2015-04-30,159270103.55
2015-05-01,159270103.55
2015-05-31,158670649.19
2015-06-05,158670649.19
2015-06-12,175937474.98
2015-06-12,175937474.98
2015-06-26,176232658.58
2015-06-26,176232658.58
2015-06-30,175826215.11
2015-07-03,175826215.11
2015-07-17,177414365.72
2015-07-17,177414365.72
2015-07-24,176782873.98
2015-07-24,176782873.98
2015-07-31,187401724.54
2015-07-31,185992565.27
2015-07-31,185095069.70
2015-07-31,185095069.70
2015-07-31,185095069.70
2015-07-31,185095069.70
2015-08-14,184054348.50
2015-08-14,184054348.50
2015-08-21,187049650.78
2015-08-21,183734794.35
2015-08-21,185100315.53
2015-08-21,184682564.89
2015-08-21,184682564.89
2015-08-21,184682564.89
2015-08-21,184682564.89
2015-08-21,184682564.89
2015-08-31,190267751.00
2015-08-31,193531323.68
2015-08-31,193690761.75
2015-08-31,193178988.91
2015-09-04,213316545.85
2015-09-04,212648240.89
2015-09-04,211914993.20
2015-09-04,211914993.20
2015-09-04,211914993.20
2015-09-04,211914993.20
2015-09-04,211914993.20
2015-09-04,211914993.20
2015-09-04,211914993.20
2015-09-04,211914993.20
2015-09-11,211982109.71
2015-09-11,211982109.71
2015-09-30,213656024.07
2015-09-30,213808440.88
2015-10-02,213808440.88
2015-10-02,213808440.88
2015-10-23,212752673.36
2015-10-23,212752673.36
2015-10-31,216621136.18
2015-10-31,214460529.49
2015-10-31,213016519.43
2015-11-06,215718914.61
2015-11-06,215718914.61
2015-11-06,215718914.61
2015-11-06,215718914.61
2015-11-06,215718914.61
2015-11-13,214350331.33
2015-11-13,213238808.62
2015-11-13,213238808.62
2015-11-13,213238808.62
2015-11-27,214103929.64
2015-11-27,214103929.64
2015-11-30,213763463.22
2015-11-30,215265674.68
2015-12-04,215265674.68
2015-12-04,215265674.68
2015-12-11,218120852.66
2015-12-11,218120852.66
2015-12-31,220460328.67
2015-12-31,220160958.63
2015-12-31,220140473.88
2016-01-01,220140473.88
2016-01-01,220140473.88
2016-01-01,220140473.88
2016-01-22,219189095.18
2016-01-22,218163775.53
2016-01-22,217987075.39
2016-01-22,217987075.39
2016-01-22,217987075.39
2016-01-22,217987075.39
2016-01-31,222022906.92
2016-01-31,221426182.10
2016-01-31,219515570.24
2016-01-31,218225760.52
2016-02-05,218225760.52
2016-02-05,218225760.52
2016-02-05,218225760.52
2016-02-05,218225760.52
2016-02-12,220726473.02
2016-02-12,220726473.02
2016-02-29,219170490.89
2016-02-29,218536659.38
2016-02-29,217606075.38
2016-02-29,217799147.14
2016-02-29,217667413.39
2016-03-04,217667413.39
2016-03-04,217667413.39
2016-03-04,217667413.39
2016-03-04,217667413.39
2016-03-04,217667413.39
2016-03-31,218137112.96
2016-03-31,224904795.36
2016-03-31,224375319.57
2016-03-31,224288893.67
2016-04-01,225983763.63
2016-04-01,225983763.63
2016-04-01,225983763.63
2016-04-01,225983763.63
2016-04-01,225983763.63
2016-04-01,225983763.63
2016-04-22,225963048.56
2016-04-22,225963048.56
2016-04-30,225454736.45
2016-04-30,223696119.91
2016-04-30,223840202.32
2016-05-06,223840202.32
2016-05-06,223840202.32
2016-05-06,223840202.32
2016-05-20,223718915.42
2016-05-20,223718915.42
2016-05-27,222706247.08
2016-05-27,225146373.40
2016-05-27,225146373.40
2016-05-27,225146373.40
2016-05-31,230519957.76
2016-05-31,229655685.41
2016-06-03,229404669.62
2016-06-03,229404669.62
2016-06-03,229404669.62
2016-06-03,229404669.62
2016-06-17,228314233.86
2016-06-17,228708778.67
2016-06-17,228708778.67
2016-06-17,228708778.67
2016-06-24,228320895.66
2016-06-24,237131657.51
2016-06-24,233235934.46
2016-06-24,233024214.05
2016-06-24,232732706.73
2016-06-24,232732706.73
2016-06-24,232732706.73
2016-06-24,232732706.73
2016-06-24,232732706.73
2016-06-24,232732706.73
2016-06-30,230644214.19
2016-06-30,230344148.56
2016-06-30,229256735.42
2016-06-30,228918821.84
2016-06-30,228070109.39
2016-07-01,228070109.39
2016-07-01,228070109.39
2016-07-01,228070109.39
2016-07-01,228070109.39
2016-07-01,228070109.39
2016-07-08,229158312.04
2016-07-08,229158312.04
2016-07-29,228806446.75
2016-07-29,228806446.75
2016-08-26,229075177.16
2016-08-26,230082395.62
2016-08-26,230082395.62
2016-08-26,230082395.62
2016-08-31,227088933.34
2016-08-31,227539310.37
2016-09-02,227539310.37
2016-09-02,227539310.37
2016-09-09,227307917.25
2016-09-09,227307917.25
2016-09-30,227153284.37
2016-09-30,227788858.79
2016-09-30,227788858.79
2016-09-30,227788858.79
2016-10-14,233012001.18
2016-10-14,232767168.01
2016-10-14,232767168.01
2016-10-14,232767168.01
2016-10-21,233472985.71
2016-10-21,233472985.71
2016-10-28,232279861.96
2016-10-28,237414117.16
2016-10-28,237158620.69
2016-10-28,237158620.69
2016-10-28,237158620.69
2016-10-28,237158620.69
2016-10-31,236671465.29
2016-10-31,234839149.90
2016-10-31,233885748.70
2016-10-31,233705997.82
2016-10-31,231912252.97
2016-10-31,229536061.33
2016-10-31,227451212.43
2016-10-31,227159034.02
2016-10-31,226975457.92
2016-11-04,226245848.22
2016-11-04,226245848.22
2016-11-04,226245848.22
2016-11-04,226245848.22
2016-11-04,226245848.22
2016-11-04,226245848.22
2016-11-04,226245848.22
2016-11-04,226245848.22
2016-11-04,226245848.22
2016-11-04,226245848.22
2016-11-04,226245848.22
2016-11-25,225119727.86
2016-11-25,223804461.08
2016-11-25,223804461.08
2016-11-25,223804461.08
2016-11-30,224607552.13
2016-11-30,223413015.21
2016-11-30,222456779.79
2016-11-30,222246421.66
2016-12-02,220467654.03
2016-12-02,220467654.03
2016-12-02,220467654.03
2016-12-02,220467654.03
2016-12-02,220467654.03
2016-12-02,220467654.03
2016-12-23,219605202.20
2016-12-23,219605202.20
2016-12-30,218942946.26
2016-12-30,218942946.26
2016-12-31,218439878.69
2016-12-31,217516001.40
2016-12-31,217004805.97
2016-12-31,216985417.24
2017-01-06,216824922.16
2017-01-06,216824922.16
2017-01-06,216824922.16
2017-01-06,216824922.16
2017-01-06,216824922.16
2017-01-06,216824922.16
2017-01-13,216552544.44
2017-01-13,216150972.76
2017-01-13,216150972.76
2017-01-13,216150972.76
2017-01-20,215546907.49
2017-01-20,217379203.00
2017-01-20,216886887.34
2017-01-20,216886887.34
2017-01-20,216886887.34
2017-01-20,216886887.34
2017-01-31,216455008.51
2017-01-31,215358213.59
2017-01-31,214736069.06
2017-01-31,214716710.52
2017-02-03,214716710.52
2017-02-03,214716710.52
2017-02-03,214716710.52
2017-02-03,214716710.52
2017-02-10,214248655.80
2017-02-10,213702397.00
2017-02-10,213702397.00
2017-02-10,213702397.00
2017-02-17,215439748.04
2017-02-17,215439748.04
2017-02-24,214821862.22
2017-02-24,214821862.22
2017-02-28,214010253.47
2017-02-28,215267145.13
2017-02-28,214749656.34
2017-02-28,214426019.56
2017-02-28,213933215.33
2017-03-03,214479368.01
2017-03-03,214017128.63
2017-03-03,214017128.63
2017-03-03,214017128.63
2017-03-03,214017128.63
2017-03-03,214017128.63
2017-03-03,214017128.63
2017-03-03,214017128.63
2017-03-03,214017128.63
2017-03-10,213066496.74
2017-03-10,213066496.74
2017-03-17,212891845.73
2017-03-17,213009246.74
2017-03-17,213009246.74
2017-03-17,213009246.74
2017-03-24,215915641.82
2017-03-24,215182546.23
2017-03-24,215182546.23
2017-03-24,215182546.23
2017-03-31,214633732.38
2017-03-31,215085206.19
2017-03-31,214775007.13
2017-03-31,214775007.13
2017-03-31,214775007.13
2017-03-31,214775007.13
2017-04-28,213859332.40
2017-04-28,213859332.40
2017-04-30,212639810.68
2017-04-30,212269303.98
2017-05-05,212269303.98
2017-05-05,212269303.98
2017-05-12,211914130.78
2017-05-12,211914130.78
2017-05-19,212217881.00
2017-05-19,212217881.00
2017-05-26,212993544.06
2017-05-26,212721572.45
2017-05-26,213017984.81
2017-05-26,206963098.64
2017-05-26,206963098.64
2017-05-26,206963098.64
2017-05-26,206963098.64
2017-05-26,206963098.64
2017-05-31,206463823.40
2017-06-02,206463823.40
2017-06-23,206757889.57
2017-06-23,206757889.57
2017-06-30,206427052.61
2017-06-30,209271576.74
2017-06-30,208917187.32
2017-06-30,208869186.85
2017-06-30,208869186.85
2017-06-30,208869186.85
2017-06-30,208869186.85
2017-06-30,208869186.85
2017-07-14,208141377.76
2017-07-14,208141377.76
2017-07-21,211189639.38
2017-07-21,211189639.38
2017-07-28,210340932.18
2017-07-28,210340932.18
2017-08-04,209445273.74
2017-08-04,209925613.69
2017-08-04,209925613.69
2017-08-04,209925613.69
2017-08-11,209106703.24
2017-08-11,208561381.04
2017-08-11,208561381.04
2017-08-11,208561381.04
2017-08-31,208812962.06
2017-08-31,208320072.81
2017-09-01,208320072.81
2017-09-01,208320072.81
2017-09-08,207906603.28
2017-09-08,206906162.33
2017-09-08,210133642.70
2017-09-08,209737930.06
2017-09-08,209737930.06
2017-09-08,209737930.06
2017-09-08,209737930.06
2017-09-08,209737930.06
2017-09-22,208807250.16
2017-09-22,208139774.71
2017-09-22,207559063.34
2017-09-22,207559063.34
2017-09-22,207559063.34
2017-09-22,207559063.34
2017-09-29,207078144.79
2017-09-29,207078144.79
2017-09-30,204950382.62
2017-10-13,204950382.62
2017-10-27,204402216.62
2017-10-27,204402216.62
2017-10-31,204293152.55
2017-10-31,203699544.56
2017-11-03,207679427.33
2017-11-03,207679427.33
2017-11-03,207679427.33
2017-11-03,207679427.33
2017-11-10,207284224.60
2017-11-10,207284224.60
2017-11-17,207088807.57
2017-11-17,206426845.47
2017-11-17,205395858.79
2017-11-17,206862390.29
2017-11-17,206862390.29
2017-11-17,206862390.29
2017-11-17,206862390.29
2017-11-17,206862390.29
2017-11-30,207928195.27
2017-11-30,207606753.76
2017-11-30,207817111.07
2017-11-30,207046409.55
2017-11-30,206424658.25
2017-12-01,206506803.24
2017-12-01,206670675.37
2017-12-01,206670675.37
2017-12-01,206670675.37
2017-12-01,206670675.37
2017-12-01,206670675.37
2017-12-01,206670675.37
2017-12-01,206670675.37
2017-12-01,206670675.37
2017-12-08,205836953.33
2017-12-08,206631891.84
2017-12-08,206631891.84
2017-12-08,206631891.84
