variant,n_cands,n_trades,cagr,sharpe,dd_pct,alpha_ann,outperf_ann,max_signal_pct
book_only_baseline,51508,1263,11.194949182992753,0.4338851455883973,63.07730232603138,3.3562686046242143,-0.28787214023775487,88.4911081773705
R18a_signal_stratified,54990,1258,11.476218112550129,0.44134571041913634,63.33679446300352,3.7215234128168766,-0.006603210680378169,82.98963447899618
R18b_strength_quantile,51508,1077,10.8709537276116,0.34971960178480876,89.67222818518543,8.203596054624095,-0.611867595618909,79.91962413605653
R18c_R18a_AND_mom_12_26,36968,1073,13.930397882852397,0.5334625364573777,58.81778151826562,6.034804363520416,2.447576559621889,91.30869941571088
R18d_R18b_AND_mom_12_26,31331,1022,7.420249382629351,0.28631338934247547,60.72287572046822,0.700688547410421,-4.062571940601156,89.36516549104721
