variant,n_cands,n_trades,cagr,sharpe,dd_pct,alpha_ann,outperf_ann
book_only_baseline,51508,1263,11.194949182992753,0.4338851455883973,63.07730232603138,3.3562686046242143,-0.28787214023775487
R14a_f4w_pos,20661,1142,8.262515000921233,0.32312292355197214,60.281808438086884,0.009617452038450554,-3.2203063223092743
R14b_f12w_pos,20492,1187,9.792201830698222,0.3789988506775098,52.48275912036926,1.9628178068219795,-1.690619492532286
R14c_fi4w_both,9835,1065,9.051599493685636,0.36733210688791224,54.966307067444085,1.2403975314314057,-2.4312218295448718
R14d_fi12w_both,10106,1068,9.343135063413621,0.3684690822078247,58.241384252561026,1.9526703784744872,-2.1396862598168864
R14e_fi4w_either,29698,1225,6.227947684804569,0.25003257298478443,57.41510788956153,-1.832562579041809,-5.254873638425939
R14f_f12w_AND_mom,15401,1009,10.858365198795328,0.4237086582650846,56.89468789026536,2.9270901187136658,-0.6244561244351798
